STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,UNIT_TYPE,DATABASE_ID,TIME_FORMAT,UNIT_MULT,OBS_CONF,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,UNIT_TYPE_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,2006,2008,2010,2012,2014,2016,2018,2020,2022,2024,2026
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,MEX,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Mexico,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,BHR,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Bahrain,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,8.0,7.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,TKM,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Turkmenistan,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,UKR,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Ukraine,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,6.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,7.0,5.0,4.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,KGZ,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Kyrgyz Republic,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,BOL,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Bolivia,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,MAR,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Morocco,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,NPL,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Nepal,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,VEN,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,"Venezuela, RB",Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,5.0,5.0,6.0,6.0,6.0,6.0,4.0,3.0,2.0,2.0,3.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,KWT,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Kuwait,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,,7.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,ALB,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Albania,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,5.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,JAM,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Jamaica,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,LKA,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Sri Lanka,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,BFA,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Burkina Faso,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,PAK,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Pakistan,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,SVK,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Slovak Republic,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,9.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,DJI,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Djibouti,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,,,,,,,,2.0,2.0,2.0,2.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,ECU,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Ecuador,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,NGA,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Nigeria,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,LAO,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Lao PDR,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,AZE,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Azerbaijan,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,OMN,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Oman,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,,7.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,MDG,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Madagascar,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,RUS,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Russian Federation,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,UGA,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Uganda,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,RWA,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Rwanda,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,JOR,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Jordan,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,SEN,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Senegal,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,BEN,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Benin,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,NIC,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Nicaragua,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,KOR,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,"Korea, Rep.",Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,CUB,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Cuba,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,6.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0,3.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,GNB,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Guinea-Bissau,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,,,,,,,,1.0,1.0,1.0,1.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,ETH,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Ethiopia,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,IRQ,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Iraq,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,LSO,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Lesotho,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,TWN,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,"Taiwan, China",Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,10.0,10.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,10.0,10.0
