STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,COMMENT_TS,UNIT_MULT,DATA_SOURCE,OBS_CONF,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LCN,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Latin America & Caribbean,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.2777777777777777,3.3333333333333335,3.3333333333333335,3.388888888888889,3.388888888888889,3.388888888888889,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3125,3.25,3.3125,3.3125,3.375,3.25,3.25,3.1875,3.3
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TJK,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Tajikistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,2.5,2.5,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.5,3.5
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LAO,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Lao PDR,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.5,3.5,3.5,4.0,4.0,4.0,4.0,4.0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TMN,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.1666666666666665,2.875,2.875,3.0,3.125,3.0,2.75,2.625,2.625,2.75,2.75,2.75,2.625,2.625,2.625,2.625,2.6666666666666665,2.5,2.5,2.5
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DMA,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Dominica,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GHA,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Ghana,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.5,3.5,3.5,3.5,3.5,3.5,3.5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LKA,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Sri Lanka,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.5,3.5,3.5,3.5,3.5,3.0,2.5,2.5,2.5,2.5,2.5,,,,3.5,,,3.5,3.5,3.0
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ALB,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Albania,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.0,3.0,,,,,,,,,,,,,,,,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HPC,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Heavily indebted poor countries (HIPC),CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.0694444444444446,2.9594594594594597,2.9594594594594597,2.9594594594594597,2.9342105263157894,3.0,3.0921052631578947,3.1184210526315788,3.0921052631578947,3.1578947368421053,3.1973684210526314,3.1486486486486487,3.1315789473684212,3.175675675675676,3.1973684210526314,3.223684210526316,3.189189189189189,3.1973684210526314,3.1842105263157894,3.210526315789474
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,YEM,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,"Yemen, Rep.",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.0,3.0,3.0,3.5,3.5,3.5,3.5,3.0,3.0,3.0,3.0,3.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LMC,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Lower middle income,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.0657894736842106,3.0384615384615383,3.0641025641025643,3.0641025641025643,3.076923076923077,3.0641025641025643,3.0375,3.1125,3.1097560975609757,3.1538461538461537,3.1538461538461537,3.125,3.1527777777777777,3.1666666666666665,3.189189189189189,3.1944444444444446,3.1666666666666665,3.2162162162162162,3.2027027027027026,3.1973684210526314
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,COM,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Comoros,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,2.0,2.0,2.0,2.0,2.0,2.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LDC,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Least developed countries: UN classification,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,2.972972972972973,2.923076923076923,2.948717948717949,2.948717948717949,2.95,3.0,3.025,3.011904761904762,2.9651162790697674,3.0357142857142856,3.0714285714285716,3.0238095238095237,3.0,3.011904761904762,3.0232558139534884,3.046511627906977,3.0238095238095237,3.0348837209302326,3.0232558139534884,3.046511627906977
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TEC,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Europe & Central Asia (IDA & IBRD),CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.2,3.1,3.1875,3.1875,3.1666666666666665,3.2222222222222223,3.125,3.1875,3.1875,3.2,3.2,3.2,3.2,3.3,3.4,3.25,3.25,3.25,3.375,3.375
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ERI,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Eritrea,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TSS,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Sub-Saharan Africa (IDA & IBRD),CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.054054054054054,2.9864864864864864,3.0,2.945945945945946,2.9210526315789473,2.986842105263158,3.1315789473684212,3.128205128205128,3.08974358974359,3.1710526315789473,3.223684210526316,3.1710526315789473,3.1794871794871793,3.210526315789474,3.230769230769231,3.2564102564102564,3.230769230769231,3.282051282051282,3.269230769230769,3.2875
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GNB,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Guinea-Bissau,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.0,2.5,2.5,2.5,2.5,3.0,3.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3.0,3.0,3.0
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LMY,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Low & middle income,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.108108108108108,3.0526315789473686,3.089041095890411,3.089041095890411,3.0866666666666664,3.1133333333333333,3.125,3.141025641025641,3.1139240506329116,3.1554054054054053,3.168918918918919,3.1338028169014085,3.1180555555555554,3.140845070422535,3.1780821917808217,3.1971830985915495,3.1714285714285713,3.1944444444444446,3.1875,3.2066666666666666
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HIC,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,High income,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.0,3.0,3.0,3.0,3.0,3.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TUV,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Tuvalu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PNG,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Papua New Guinea,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,1.5,1.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.5,2.5,2.5
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LSO,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Lesotho,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.0,3.5,3.5,3.0,3.0,3.0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAP,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,East Asia & Pacific (excluding high income),CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,2.8181818181818183,2.8333333333333335,2.9545454545454546,3.0,3.0,3.0,2.9615384615384617,3.0357142857142856,2.966666666666667,3.0,3.0,2.892857142857143,2.892857142857143,2.892857142857143,2.892857142857143,2.9642857142857144,2.9285714285714284,3.0,3.0,3.0
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BOL,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Bolivia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,,,,,,,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MNA,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.1666666666666665,2.875,2.875,3.0,3.125,3.0,2.75,2.625,2.625,2.75,2.75,2.75,2.625,2.625,2.625,2.625,2.6666666666666665,2.5,2.5,2.5
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VNM,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Vietnam,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,4.0,4.0,,,,,,,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,FJI,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Fiji,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BGD,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Bangladesh,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.0,3.0,3.0,3.0,3.0,3.0,2.5,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CIV,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Côte d’Ivoire,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.0,3.0,2.5,2.5,2.5,2.5,2.5,3.0,3.0,3.0,3.0,3.0,3.5,3.5,4.0,4.0,3.5,4.0,4.0,4.0
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HND,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Honduras,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.0,3.0,3.0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TCD,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Chad,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,2.5,2.5,2.5,2.0,2.0,2.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3.0,3.0,3.0,2.5,2.5,3.0
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DJI,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Djibouti,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.0,3.0,3.0,3.0,3.5,3.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,WSM,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Samoa,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BEN,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Benin,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,4.0
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PST,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Post-demographic dividend,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,,,,,,,,,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ETH,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Ethiopia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.5,3.5,3.5,3.0,3.0,3.0,3.5,3.5,3.5,3.5,4.0,3.5,3.5,3.5,3.5,3.5,3.0,3.5,3.5,3.5
